#src	target
此外还有臭味的问题，我们还不知道怎么方法可以解决这种问题，但是今天在网路我找到一个网页提供公司的服务是减少工厂的废气。	此外还有臭味的问题，我们还不知道什么方法可以解决这种问题，但是今天在网路我找到一个网页提供公司的服务是减少工厂的废气。
里你们工厂五公里也闻得到，不用说我们只在工厂附近，我们哪受得了呢？	离你们工厂五公里也闻得到，不用说我们只在工厂附近，我们哪受得了呢？
他也很喜欢发山。	他也很喜欢爬山。
我明天不难上课，因为明天我妈妈要来台湾。	我明天不能上课，因为明天我妈妈要来台湾。
我么住在新店图书馆的旁边。	我们住在新店图书馆的旁边。
我觉得这件事情跟你的中文程度也没什么关系，而且你的中文好的不得了，不是他自己说的吗？	我觉得这件事情跟你的中文程度也没什么关系，而且你的中文好得不得了，不是他自己说的吗？
下了课大华就会去念书，在家里准备复习从第一课到第三课。	下了课大华就回去念书，在家里准备复习从第一课到第三课。
方便规方便，但网路也会有很多黑网站、很多诱惑让很多青少年因为不懂事、好奇等很容易被带坏。	方便归方便，但网路也会有很多黑网站、很多诱惑让很多青少年因为不懂事、好奇等很容易被带坏。
为了让他们爱生活俄并让他们成为一个热心的人，这群人不想给孩子太多压力。	为了让他们爱生活而并让他们成为一个热心的人，这群人不想给孩子太多压力。
我所说给您听这些只是一部分而已，如果您不相信可以来到我们的村子一目了然。	我所说给您听这些只是一部分而已，如果您不相信可以来到我们的村子一目了然。
他快进座下，下课以后跟老师说「不好意思！昨晚很晚才睡觉。」	他快进坐下，下课以后跟老师说「不好意思！昨晚很晚才睡觉。」
如果再２个月内，您的工厂没办法解决这个问题，我们只能请环保署来处。	如果在２个月内，您的工厂没办法解决这个问题，我们只能请环保署来处。
家常可以看到小孩在教室里的情况会帮助谁？小孩或者家长？	家长可以看到小孩在教室里的情况会帮助谁？小孩或者家长？
我很愿意参加可是庆祝会的时候我们的公司有一个重要的是。	我很愿意参加可是庆祝会的时候我们的公司有一个重要的事。
在说，我觉得这里也可以有很好玩，也可以学很多很好的东西。	再说，我觉得这里也可以有很好玩，也可以学很多很好的东西。
经济发展方面，可以将华连成为国家观逛景点，以旅游行业为主来发展当地的经济，教育当地人们懂得保护自己拥有之宝。	经济发展方面，可以将花莲成为国家观逛景点，以旅游行业为主来发展当地的经济，教育当地人们懂得保护自己拥有之宝。
其实白天有多多少少地噪音我们都可以理解，而且白天我们都在上班不在家里，没有什么问题。	其实白天有多多少少的噪音我们都可以理解，而且白天我们都在上班不在家里，没有什么问题。
到了时候，他们就开始考食物。	到了时候，他们就开始烤食物。
老是说没关喜不瑳胎多。	老师说没关系不说太多。
在这种情快下，反而物价变高，食物价格在涨，水电费何油价也一样，真的每天过著辛苦的一天。	在这种情况下，反而物价变高，食物价格在涨，水电费和油价也一样，真的每天过著辛苦的一天。
再这题目有提出用电脑来看小朋友在教室里的情况，这样的方法虽然有很多的人同意可是还有不少的人反对。	在这题目有提出用电脑来看小朋友在教室里的情况，这样的方法虽然有很多的人同意可是还有不少的人反对。
我觉得你因该利用这个机会更充实自己的生活。	我觉得你应该利用这个机会更充实自己的生活。
弟弟请来的朋友写一张卡片给他，他请朋友来下面完儿。	弟弟请来的朋友写一张卡片给他，他请朋友来下面玩儿。
每天一大早起来就会闻到臭味，不尽对身体不好还会养出很多种毛病像头痛了、胃痛了等等。	每天一大早起来就会闻到臭味，不仅对身体不好还会养出很多种毛病像头痛了、胃痛了等等。
有工作经验助于个人的休养寒食及工作能力。	有工作经验助于个人的修养和实际工作能力。
我很高兴听说你已经找到了工作。我真恭喜妳阿。	我很高兴听说你已经找到了工作。我真恭喜妳啊。
今天大明第一次到十大去，他是新生在师大。	今天大明第一次到师大去，他是新生在师大。
我们的技术越来越发展但是我们的环境比方说空气阿、水阿、土地阿、越来越坏掉了。]	我们的技术越来越发展但是我们的环境比方说空气啊、水啊、土地啊、越来越坏掉了。]
针对这个说法，我反应是：我们自己的孩子什么时候变成别人呢？难道我们不想要知道我们的小孩在学校时候平不平安吗？他上课的时候有没有怪怪的听老师、有没有积极的参与课堂讨论、有没有尊重其他同学等？	针对这个说法，我反应是：我们自己的孩子什么时候变成别人呢？难道我们不想要知道我们的小孩在学校时候平不平安吗？他上课的时候有没有乖乖的听老师、有没有积极的参与课堂讨论、有没有尊重其他同学等？
他看了很多簧片电影，然后生了沉感病。最后他自杀了！这一件故事真实反映了当代的一种现象。	他看了很多黄片电影，然后生了沉感病。最后他自杀了！这一件故事真实反映了当代的一种现象。
他跟同学在讨论，前面在黑板上有数学的共识。	他跟同学在讨论，前面在黑板上有数学的公式。
现在的妳一定感到非常的委曲，因为我也经历过类似的事，所以我想我可以感同身受。	现在的妳一定感到非常的委屈，因为我也经历过类似的事，所以我想我可以感同身受。
如何能够保持经济地迅速发展又保护自然环境是如今各国的难题。	如何能够保持经济的迅速发展又保护自然环境是如今各国的难题。
可是，大自然一段坏破了，就不容易恢复。	可是，大自然一旦坏破了，就不容易恢复。
因为网路的发达，大家变的越来越宅，喜欢待在家里，拒绝和人类接触。	因为网路的发达，大家变得越来越宅，喜欢待在家里，拒绝和人类接触。
我们觉得有一些作势李长厂可以提出来减少噪音和臭味的问题。	我们觉得有一些做事李长厂可以提出来减少噪音和臭味的问题。
摄影机低下可能表现得很好，但是这就是代表教室外面的生活表现吗？	摄影机底下可能表现得很好，但是这就是代表教室外面的生活表现吗？
我必须在实验室做实验，应为明年我要毕业了。	我必须在实验室做实验，因为明年我要毕业了。
如果我有空的时候，我们在一块儿去看电影好不好？	如果我有空的时候，我们再一块儿去看电影好不好？
那种喜欢上网得人都是拿别人的想法来用，不想用自己的想法。	那种喜欢上网的人都是拿别人的想法来用，不想用自己的想法。
